timestamp,device,length,link_protocol,network_protocol,transport_protocol,src_ip,dst_ip,src_port,dst_port,malicious
1759279859,eth0,90,Ethernet,IPv6,ICMP,fe80::895:75ff:fe50:55,ff02::179,0,0,1
1759279859,eth0,54,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759279859,any,92,N/A,IPv6,ICMP,fe80::895:75ff:fe50:55,ff02::179,0,0,1
1759279859,any,56,N/A,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759279859,eth0,360,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279859,any,362,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279859,any,374,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279859,eth0,372,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279859,any,112,N/A,IPv6,ICMP,fe80::1441:a3ff:fe2d:151,ff02::179,0,0,1
1759279859,eth1,110,Ethernet,IPv6,ICMP,fe80::1441:a3ff:fe2d:151,ff02::179,0,0,1
1759279859,any,112,N/A,IPv6,ICMP,fe80::895:75ff:fe50:55,ff02::179,0,0,1
1759279859,eth0,110,Ethernet,IPv6,ICMP,fe80::895:75ff:fe50:55,ff02::179,0,0,1
1759279859,eth0,54,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759279859,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759279859,any,44,ARP,N/A,N/A,172.30.0.23,172.30.0.122,0,0,1
1759279860,any,112,N/A,IPv6,ICMP,fe80::1441:a3ff:fe2d:151,ff02::179,0,0,1
1759279860,eth1,110,Ethernet,IPv6,ICMP,fe80::1441:a3ff:fe2d:151,ff02::179,0,0,1
1759279860,any,56,N/A,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759279860,eth0,54,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759279860,any,117,N/A,N/A,N/A,N/A,N/A,0,0,1
1759279860,eth0,115,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759279860,eth1,70,Ethernet,IPv6,ICMP,fe80::1441:a3ff:fe2d:151,ff02::204,0,0,1
1759279860,any,72,N/A,IPv6,ICMP,fe80::895:75ff:fe50:55,ff02::204,0,0,1
1759279860,any,72,N/A,IPv6,ICMP,fe80::1441:a3ff:fe2d:151,ff02::204,0,0,1
1759279860,eth0,70,Ethernet,IPv6,ICMP,fe80::895:75ff:fe50:55,ff02::204,0,0,1
1759279860,any,112,N/A,IPv6,ICMP,fe80::895:75ff:fe50:55,ff02::179,0,0,1
1759279860,eth0,110,Ethernet,IPv6,ICMP,fe80::895:75ff:fe50:55,ff02::179,0,0,1
1759279860,eth0,90,Ethernet,IPv6,ICMP,fe80::981a:19ff:fec2:0,ff02::179,0,0,1
1759279860,eth0,54,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759279860,any,92,N/A,IPv6,ICMP,fe80::981a:19ff:fec2:0,ff02::179,0,0,1
1759279860,eth0,68,Ethernet,IPv4,UDP,172.30.0.163,224.0.0.252,5355,5355,1
1759279860,any,70,N/A,IPv4,UDP,172.30.0.163,224.0.0.252,5355,5355,1
1759279860,any,363,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279860,eth0,361,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279860,eth0,373,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279860,any,375,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279860,eth0,110,Ethernet,IPv6,ICMP,fe80::981a:19ff:fec2:0,ff02::179,0,0,1
1759279860,eth1,110,Ethernet,IPv6,ICMP,fe80::9c99:d9ff:fe5a:118,ff02::179,0,0,1
1759279860,any,112,N/A,IPv6,ICMP,fe80::9c99:d9ff:fe5a:118,ff02::179,0,0,1
1759279860,eth0,54,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759279860,any,56,N/A,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759279860,any,112,N/A,IPv6,ICMP,fe80::981a:19ff:fec2:0,ff02::179,0,0,1
1759279860,eth0,110,Ethernet,IPv6,ICMP,fe80::981a:19ff:fec2:0,ff02::179,0,0,1
1759279860,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759279860,any,44,ARP,N/A,N/A,172.30.0.163,172.30.0.122,0,0,1
1759279860,any,56,N/A,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759279860,eth0,54,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759279860,any,92,N/A,IPv6,ICMP,fe80::981a:19ff:fec2:0,ff02::179,0,0,1
1759279860,eth0,90,Ethernet,IPv6,ICMP,fe80::981a:19ff:fec2:0,ff02::179,0,0,1
1759279861,eth0,90,Ethernet,IPv6,ICMP,fe80::3cef:dfff:fe8a:180,ff02::179,0,0,1
1759279861,eth0,54,Ethernet,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759279861,any,92,N/A,IPv6,ICMP,fe80::3cef:dfff:fe8a:180,ff02::179,0,0,1
1759279861,any,56,N/A,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759279861,eth0,90,Ethernet,IPv6,ICMP,fe80::3cef:dfff:fe8a:180,ff02::179,0,0,1
1759279861,any,92,N/A,IPv6,ICMP,fe80::3cef:dfff:fe8a:180,ff02::179,0,0,1
1759279861,eth0,67,Ethernet,IPv4,UDP,172.30.0.89,224.0.0.252,5355,5355,1
1759279861,any,69,N/A,IPv4,UDP,172.30.0.89,224.0.0.252,5355,5355,1
1759279861,eth0,360,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279861,any,362,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279861,eth0,372,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279861,any,374,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279861,eth1,110,Ethernet,IPv6,ICMP,fe80::d436:77ff:fe01:86,ff02::179,0,0,1
1759279861,any,112,N/A,IPv6,ICMP,fe80::d436:77ff:fe01:86,ff02::179,0,0,1
1759279861,eth0,110,Ethernet,IPv6,ICMP,fe80::3cef:dfff:fe8a:180,ff02::179,0,0,1
1759279861,eth0,54,Ethernet,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759279861,any,112,N/A,IPv6,ICMP,fe80::9c99:d9ff:fe5a:118,ff02::179,0,0,1
1759279861,eth1,110,Ethernet,IPv6,ICMP,fe80::9c99:d9ff:fe5a:118,ff02::179,0,0,1
1759279861,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759279861,any,72,N/A,IPv6,ICMP,fe80::9c99:d9ff:fe5a:118,ff02::204,0,0,1
1759279861,eth1,70,Ethernet,IPv6,ICMP,fe80::9c99:d9ff:fe5a:118,ff02::204,0,0,1
1759279861,eth0,70,Ethernet,IPv6,ICMP,fe80::981a:19ff:fec2:0,ff02::204,0,0,1
1759279861,any,56,N/A,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759279861,eth0,54,Ethernet,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759279861,eth0,115,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759279861,any,117,N/A,N/A,N/A,N/A,N/A,0,0,1
1759279862,any,112,N/A,IPv6,ICMP,fe80::d436:77ff:fe01:86,ff02::179,0,0,1
1759279862,eth1,110,Ethernet,IPv6,ICMP,fe80::d436:77ff:fe01:86,ff02::179,0,0,1
1759279862,any,112,N/A,IPv6,ICMP,fe80::3cef:dfff:fe8a:180,ff02::179,0,0,1
1759279862,eth0,110,Ethernet,IPv6,ICMP,fe80::3cef:dfff:fe8a:180,ff02::179,0,0,1
1759279862,any,72,N/A,IPv6,ICMP,fe80::d436:77ff:fe01:86,ff02::204,0,0,1
1759279862,eth1,70,Ethernet,IPv6,ICMP,fe80::d436:77ff:fe01:86,ff02::204,0,0,1
1759279862,eth0,70,Ethernet,IPv6,ICMP,fe80::3cef:dfff:fe8a:180,ff02::204,0,0,1
1759279862,eth1,70,Ethernet,IPv6,ICMP,fe80::ac7c:57ff:feab:104,ff02::204,0,0,1
1759279862,any,72,N/A,IPv6,ICMP,fe80::ac7c:57ff:feab:104,ff02::204,0,0,1
1759279862,any,117,N/A,N/A,N/A,N/A,N/A,0,0,1
1759279862,eth0,115,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759279863,any,72,N/A,IPv6,ICMP,fe80::74be:71ff:fec9:45,ff02::204,0,0,1
1759279863,eth2,70,Ethernet,IPv6,ICMP,fe80::74be:71ff:fec9:45,ff02::204,0,0,1
1759279863,eth0,70,Ethernet,IPv6,ICMP,fe80::700b:6dff:fee9:207,ff02::204,0,0,1
1759279863,any,72,N/A,IPv6,ICMP,fe80::700b:6dff:fee9:207,ff02::204,0,0,1
1759279863,eth0,90,Ethernet,IPv6,ICMP,fe80::700b:6dff:fee9:207,ff02::179,0,0,1
1759279863,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759279863,any,92,N/A,IPv6,ICMP,fe80::700b:6dff:fee9:207,ff02::179,0,0,1
1759279863,eth0,364,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279863,any,366,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279863,eth0,376,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279863,any,378,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279863,eth2,110,Ethernet,IPv6,ICMP,fe80::74be:71ff:fec9:45,ff02::179,0,0,1
1759279863,any,112,N/A,IPv6,ICMP,fe80::ac7c:57ff:feab:104,ff02::179,0,0,1
1759279863,any,112,N/A,IPv6,ICMP,fe80::700b:6dff:fee9:207,ff02::179,0,0,1
1759279863,any,44,ARP,N/A,N/A,172.30.0.220,172.30.0.122,0,0,1
1759279863,any,58,ARP,N/A,N/A,172.30.0.122,172.30.0.220,0,0,1
1759279863,eth1,110,Ethernet,IPv6,ICMP,fe80::ac7c:57ff:feab:104,ff02::179,0,0,1
1759279863,eth0,110,Ethernet,IPv6,ICMP,fe80::700b:6dff:fee9:207,ff02::179,0,0,1
1759279863,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759279863,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759279863,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759279863,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759279864,any,112,N/A,IPv6,ICMP,fe80::ac7c:57ff:feab:104,ff02::179,0,0,1
1759279864,eth1,110,Ethernet,IPv6,ICMP,fe80::ac7c:57ff:feab:104,ff02::179,0,0,1
1759279864,any,72,N/A,IPv6,ICMP,fe80::74be:71ff:fec9:45,ff02::204,0,0,1
1759279864,eth2,70,Ethernet,IPv6,ICMP,fe80::74be:71ff:fec9:45,ff02::204,0,0,1
1759279864,eth1,70,Ethernet,IPv6,ICMP,fe80::ac7c:57ff:feab:104,ff02::204,0,0,1
1759279864,eth0,70,Ethernet,IPv6,ICMP,fe80::700b:6dff:fee9:207,ff02::204,0,0,1
1759279864,any,112,N/A,IPv6,ICMP,fe80::700b:6dff:fee9:207,ff02::179,0,0,1
1759279864,eth0,110,Ethernet,IPv6,ICMP,fe80::700b:6dff:fee9:207,ff02::179,0,0,1
1759279864,any,112,N/A,IPv6,ICMP,fe80::74be:71ff:fec9:45,ff02::179,0,0,1
1759279864,eth2,110,Ethernet,IPv6,ICMP,fe80::74be:71ff:fec9:45,ff02::179,0,0,1
1759279864,any,56,N/A,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759279864,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759279864,any,72,N/A,IPv6,ICMP,fe80::1441:a3ff:fe2d:151,ff02::204,0,0,1
1759279864,eth1,70,Ethernet,IPv6,ICMP,fe80::1441:a3ff:fe2d:151,ff02::204,0,0,1
1759279864,eth0,90,Ethernet,IPv6,ICMP,fe80::895:75ff:fe50:55,ff02::179,0,0,1
1759279864,eth0,54,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759279864,any,92,N/A,IPv6,ICMP,fe80::895:75ff:fe50:55,ff02::179,0,0,1
1759279864,eth0,54,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759279864,any,56,N/A,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759279864,any,69,N/A,IPv4,UDP,172.30.0.23,224.0.0.252,5355,5355,1
1759279864,eth0,67,Ethernet,IPv4,UDP,172.30.0.23,224.0.0.252,5355,5355,1
1759279864,eth0,360,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279864,any,362,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279864,eth0,372,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279864,any,374,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279864,any,112,N/A,IPv6,ICMP,fe80::1441:a3ff:fe2d:151,ff02::179,0,0,1
1759279864,eth1,110,Ethernet,IPv6,ICMP,fe80::1441:a3ff:fe2d:151,ff02::179,0,0,1
1759279864,any,112,N/A,IPv6,ICMP,fe80::895:75ff:fe50:55,ff02::179,0,0,1
1759279864,eth0,110,Ethernet,IPv6,ICMP,fe80::895:75ff:fe50:55,ff02::179,0,0,1
1759279864,eth0,54,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759279864,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759279864,any,44,ARP,N/A,N/A,172.30.0.23,172.30.0.122,0,0,1
1759279864,eth0,115,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759279864,any,117,N/A,N/A,N/A,N/A,N/A,0,0,1
1759279865,any,72,N/A,IPv6,ICMP,fe80::981a:19ff:fec2:0,ff02::204,0,0,1
1759279865,eth0,70,Ethernet,IPv6,ICMP,fe80::981a:19ff:fec2:0,ff02::204,0,0,1
1759279865,any,72,N/A,IPv6,ICMP,fe80::9c99:d9ff:fe5a:118,ff02::204,0,0,1
1759279865,eth1,70,Ethernet,IPv6,ICMP,fe80::9c99:d9ff:fe5a:118,ff02::204,0,0,1
1759279865,eth0,54,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759279865,any,56,N/A,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759279865,any,112,N/A,IPv6,ICMP,fe80::1441:a3ff:fe2d:151,ff02::179,0,0,1
1759279865,eth1,110,Ethernet,IPv6,ICMP,fe80::1441:a3ff:fe2d:151,ff02::179,0,0,1
1759279865,eth0,90,Ethernet,IPv6,ICMP,fe80::981a:19ff:fec2:0,ff02::179,0,0,1
1759279865,eth0,54,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759279865,any,92,N/A,IPv6,ICMP,fe80::981a:19ff:fec2:0,ff02::179,0,0,1
1759279865,any,112,N/A,IPv6,ICMP,fe80::895:75ff:fe50:55,ff02::179,0,0,1
1759279865,eth0,110,Ethernet,IPv6,ICMP,fe80::895:75ff:fe50:55,ff02::179,0,0,1
1759279865,eth0,88,Ethernet,IPv6,UDP,fe80::981a:19ff:fec2:0,ff02::1:52,5355,5355,1
1759279865,any,90,N/A,IPv6,UDP,fe80::981a:19ff:fec2:0,ff02::1:52,5355,5355,1
1759279865,any,72,N/A,IPv6,ICMP,fe80::1441:a3ff:fe2d:151,ff02::204,0,0,1
1759279865,eth1,70,Ethernet,IPv6,ICMP,fe80::1441:a3ff:fe2d:151,ff02::204,0,0,1
1759279865,eth0,70,Ethernet,IPv6,ICMP,fe80::895:75ff:fe50:55,ff02::204,0,0,1
1759279865,any,363,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279865,eth0,361,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279865,any,375,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279865,eth0,373,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279865,any,112,N/A,IPv6,ICMP,fe80::9c99:d9ff:fe5a:118,ff02::179,0,0,1
1759279865,eth1,110,Ethernet,IPv6,ICMP,fe80::9c99:d9ff:fe5a:118,ff02::179,0,0,1
1759279865,any,112,N/A,IPv6,ICMP,fe80::981a:19ff:fec2:0,ff02::179,0,0,1
1759279865,eth0,110,Ethernet,IPv6,ICMP,fe80::981a:19ff:fec2:0,ff02::179,0,0,1
1759279865,eth0,54,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759279865,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759279865,any,44,ARP,N/A,N/A,172.30.0.163,172.30.0.122,0,0,1
1759279865,any,112,N/A,IPv6,ICMP,fe80::9c99:d9ff:fe5a:118,ff02::179,0,0,1
1759279865,eth1,110,Ethernet,IPv6,ICMP,fe80::9c99:d9ff:fe5a:118,ff02::179,0,0,1
1759279865,any,72,N/A,IPv6,ICMP,fe80::3cef:dfff:fe8a:180,ff02::204,0,0,1
1759279865,eth0,70,Ethernet,IPv6,ICMP,fe80::3cef:dfff:fe8a:180,ff02::204,0,0,1
1759279865,eth0,115,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759279865,any,117,N/A,N/A,N/A,N/A,N/A,0,0,1
1759279866,any,72,N/A,IPv6,ICMP,fe80::d436:77ff:fe01:86,ff02::204,0,0,1
1759279866,eth1,70,Ethernet,IPv6,ICMP,fe80::d436:77ff:fe01:86,ff02::204,0,0,1
1759279866,eth0,110,Ethernet,IPv6,ICMP,fe80::981a:19ff:fec2:0,ff02::179,0,0,1
1759279866,any,112,N/A,IPv6,ICMP,fe80::981a:19ff:fec2:0,ff02::179,0,0,1
1759279866,any,92,N/A,IPv6,ICMP,fe80::3cef:dfff:fe8a:180,ff02::179,0,0,1
1759279866,eth0,90,Ethernet,IPv6,ICMP,fe80::3cef:dfff:fe8a:180,ff02::179,0,0,1
1759279866,eth0,54,Ethernet,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759279866,eth0,67,Ethernet,IPv4,UDP,172.30.0.89,224.0.0.252,5355,5355,1
1759279866,any,69,N/A,IPv4,UDP,172.30.0.89,224.0.0.252,5355,5355,1
1759279866,eth1,70,Ethernet,IPv6,ICMP,fe80::9c99:d9ff:fe5a:118,ff02::204,0,0,1
1759279866,any,72,N/A,IPv6,ICMP,fe80::981a:19ff:fec2:0,ff02::204,0,0,1
1759279866,eth0,70,Ethernet,IPv6,ICMP,fe80::981a:19ff:fec2:0,ff02::204,0,0,1
1759279866,eth0,360,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279866,any,362,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279866,eth0,372,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279866,any,374,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279866,eth1,110,Ethernet,IPv6,ICMP,fe80::d436:77ff:fe01:86,ff02::179,0,0,1
1759279866,any,112,N/A,IPv6,ICMP,fe80::d436:77ff:fe01:86,ff02::179,0,0,1
1759279866,eth0,110,Ethernet,IPv6,ICMP,fe80::3cef:dfff:fe8a:180,ff02::179,0,0,1
1759279866,eth0,54,Ethernet,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759279866,any,112,N/A,IPv6,ICMP,fe80::3cef:dfff:fe8a:180,ff02::179,0,0,1
1759279866,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759279866,any,44,ARP,N/A,N/A,172.30.0.89,172.30.0.122,0,0,1
1759279866,any,56,N/A,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759279866,eth0,54,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759279866,eth0,54,Ethernet,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759279866,any,56,N/A,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759279866,eth0,115,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759279866,any,117,N/A,N/A,N/A,N/A,N/A,0,0,1
1759279867,any,112,N/A,IPv6,ICMP,fe80::3cef:dfff:fe8a:180,ff02::179,0,0,1
1759279867,eth0,110,Ethernet,IPv6,ICMP,fe80::3cef:dfff:fe8a:180,ff02::179,0,0,1
1759279867,any,112,N/A,IPv6,ICMP,fe80::d436:77ff:fe01:86,ff02::179,0,0,1
1759279867,eth1,110,Ethernet,IPv6,ICMP,fe80::d436:77ff:fe01:86,ff02::179,0,0,1
1759279867,eth0,70,Ethernet,IPv6,ICMP,fe80::3cef:dfff:fe8a:180,ff02::204,0,0,1
1759279867,eth1,70,Ethernet,IPv6,ICMP,fe80::d436:77ff:fe01:86,ff02::204,0,0,1
1759279867,any,72,N/A,IPv6,ICMP,fe80::d436:77ff:fe01:86,ff02::204,0,0,1
1759279867,eth0,90,Ethernet,IPv6,ICMP,fe80::700b:6dff:fee9:207,ff02::179,0,0,1
1759279867,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759279867,any,92,N/A,IPv6,ICMP,fe80::700b:6dff:fee9:207,ff02::179,0,0,1
1759279867,eth0,364,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279867,any,366,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279867,eth0,376,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279867,any,378,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279867,eth2,110,Ethernet,IPv6,ICMP,fe80::74be:71ff:fec9:45,ff02::179,0,0,1
1759279867,any,112,N/A,IPv6,ICMP,fe80::ac7c:57ff:feab:104,ff02::179,0,0,1
1759279867,eth1,110,Ethernet,IPv6,ICMP,fe80::ac7c:57ff:feab:104,ff02::179,0,0,1
1759279867,any,112,N/A,IPv6,ICMP,fe80::700b:6dff:fee9:207,ff02::179,0,0,1
1759279867,any,44,ARP,N/A,N/A,172.30.0.220,172.30.0.122,0,0,1
1759279867,any,58,ARP,N/A,N/A,172.30.0.122,172.30.0.220,0,0,1
1759279867,eth0,110,Ethernet,IPv6,ICMP,fe80::700b:6dff:fee9:207,ff02::179,0,0,1
1759279867,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759279867,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759279867,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759279867,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759279867,eth0,110,Ethernet,IPv6,ICMP,fe80::700b:6dff:fee9:207,ff02::179,0,0,1
1759279867,any,112,N/A,IPv6,ICMP,fe80::700b:6dff:fee9:207,ff02::179,0,0,1
1759279868,any,56,N/A,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759279868,eth0,54,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759279868,any,112,N/A,IPv6,ICMP,fe80::ac7c:57ff:feab:104,ff02::179,0,0,1
1759279868,eth1,110,Ethernet,IPv6,ICMP,fe80::ac7c:57ff:feab:104,ff02::179,0,0,1
1759279868,any,112,N/A,IPv6,ICMP,fe80::74be:71ff:fec9:45,ff02::179,0,0,1
1759279868,eth2,110,Ethernet,IPv6,ICMP,fe80::74be:71ff:fec9:45,ff02::179,0,0,1
1759279868,eth0,90,Ethernet,IPv6,ICMP,fe80::895:75ff:fe50:55,ff02::179,0,0,1
1759279868,eth0,54,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759279868,any,92,N/A,IPv6,ICMP,fe80::895:75ff:fe50:55,ff02::179,0,0,1
1759279868,eth0,67,Ethernet,IPv4,UDP,172.30.0.23,224.0.0.252,5355,5355,1
1759279868,any,69,N/A,IPv4,UDP,172.30.0.23,224.0.0.252,5355,5355,1
1759279868,any,362,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279868,eth0,360,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279868,any,374,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279868,eth0,372,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279868,any,44,ARP,N/A,N/A,172.30.0.23,172.30.0.122,0,0,1
1759279868,any,112,N/A,IPv6,ICMP,fe80::1441:a3ff:fe2d:151,ff02::179,0,0,1
1759279868,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759279868,eth1,110,Ethernet,IPv6,ICMP,fe80::1441:a3ff:fe2d:151,ff02::179,0,0,1
1759279868,any,112,N/A,IPv6,ICMP,fe80::895:75ff:fe50:55,ff02::179,0,0,1
1759279868,eth0,110,Ethernet,IPv6,ICMP,fe80::895:75ff:fe50:55,ff02::179,0,0,1
1759279868,eth0,54,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759279868,any,56,N/A,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759279868,eth0,54,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759279868,any,72,N/A,IPv6,ICMP,fe80::74be:71ff:fec9:45,ff02::204,0,0,1
1759279868,eth2,70,Ethernet,IPv6,ICMP,fe80::74be:71ff:fec9:45,ff02::204,0,0,1
1759279868,eth1,70,Ethernet,IPv6,ICMP,fe80::ac7c:57ff:feab:104,ff02::204,0,0,1
1759279868,eth0,115,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759279869,eth0,110,Ethernet,IPv6,ICMP,fe80::895:75ff:fe50:55,ff02::179,0,0,1
1759279869,eth1,110,Ethernet,IPv6,ICMP,fe80::1441:a3ff:fe2d:151,ff02::179,0,0,1
1759279869,any,112,N/A,IPv6,ICMP,fe80::1441:a3ff:fe2d:151,ff02::179,0,0,1
1759279869,any,112,N/A,IPv6,ICMP,fe80::895:75ff:fe50:55,ff02::179,0,0,1
1759279869,any,72,N/A,IPv6,ICMP,fe80::895:75ff:fe50:55,ff02::204,0,0,1
1759279869,eth0,70,Ethernet,IPv6,ICMP,fe80::895:75ff:fe50:55,ff02::204,0,0,1
1759279869,eth1,70,Ethernet,IPv6,ICMP,fe80::1441:a3ff:fe2d:151,ff02::204,0,0,1
1759279869,eth0,90,Ethernet,IPv6,ICMP,fe80::981a:19ff:fec2:0,ff02::179,0,0,1
1759279869,eth0,54,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759279869,any,92,N/A,IPv6,ICMP,fe80::981a:19ff:fec2:0,ff02::179,0,0,1
1759279869,eth0,54,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759279869,any,56,N/A,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759279869,eth0,68,Ethernet,IPv4,UDP,172.30.0.163,224.0.0.252,5355,5355,1
1759279869,any,70,N/A,IPv4,UDP,172.30.0.163,224.0.0.252,5355,5355,1
1759279869,eth0,361,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279869,any,363,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759279869,eth0,373,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
