timestamp,device,length,link_protocol,network_protocol,transport_protocol,src_ip,dst_ip,src_port,dst_port,malicious
1759300159,any,112,N/A,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0,1
1759300159,eth1,110,Ethernet,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0,1
1759300159,eth0,110,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759300159,eth0,56,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759300159,any,112,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759300159,any,58,ARP,N/A,N/A,172.30.0.163,172.30.0.122,0,0,1
1759300159,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759300159,any,72,N/A,IPv6,ICMP,fe80::b8bf:39ff:fe07:201,ff02::204,0,0,1
1759300159,eth2,70,Ethernet,IPv6,ICMP,fe80::b8bf:39ff:fe07:201,ff02::204,0,0,1
1759300159,eth0,70,Ethernet,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::204,0,0,1
1759300159,eth1,70,Ethernet,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::204,0,0,1
1759300159,eth0,110,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759300159,eth1,110,Ethernet,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0,1
1759300159,any,112,N/A,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0,1
1759300159,any,112,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759300159,eth2,110,Ethernet,IPv6,ICMP,fe80::b8bf:39ff:fe07:201,ff02::179,0,0,1
1759300159,any,112,N/A,IPv6,ICMP,fe80::b8bf:39ff:fe07:201,ff02::179,0,0,1
1759300159,any,58,N/A,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759300159,eth0,56,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759300159,eth0,90,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759300159,any,92,N/A,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759300159,any,89,N/A,IPv6,UDP,fe80::24f1:23ff:fe29:66,ff02::1:52,5355,5355,1
1759300159,eth0,87,Ethernet,IPv6,UDP,fe80::24f1:23ff:fe29:66,ff02::1:52,5355,5355,1
1759300159,eth0,356,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300159,any,358,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300159,any,370,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300159,eth0,368,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300159,any,112,N/A,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::179,0,0,1
1759300159,eth1,110,Ethernet,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::179,0,0,1
1759300159,any,112,N/A,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759300159,eth0,110,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759300159,eth0,56,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759300159,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759300159,any,109,N/A,N/A,N/A,N/A,N/A,0,0,1
1759300159,any,58,ARP,N/A,N/A,172.30.0.23,172.30.0.122,0,0,1
1759300159,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759300159,any,58,N/A,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759300159,eth0,56,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759300160,any,112,N/A,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::179,0,0,1
1759300160,eth1,110,Ethernet,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::179,0,0,1
1759300160,any,112,N/A,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759300160,eth0,110,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759300160,eth0,56,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759300160,any,58,N/A,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759300160,any,72,N/A,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::204,0,0,1
1759300160,eth1,70,Ethernet,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::204,0,0,1
1759300160,eth0,70,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::204,0,0,1
1759300160,eth1,70,Ethernet,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::204,0,0,1
1759300160,any,72,N/A,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::204,0,0,1
1759300160,any,72,N/A,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::204,0,0,1
1759300160,eth0,70,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::204,0,0,1
1759300160,any,109,N/A,N/A,N/A,N/A,N/A,0,0,1
1759300160,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759300161,eth0,90,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759300161,eth0,56,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759300161,any,92,N/A,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759300161,any,73,N/A,IPv4,UDP,172.30.0.220,224.0.0.252,5355,5355,1
1759300161,eth0,71,Ethernet,IPv4,UDP,172.30.0.220,224.0.0.252,5355,5355,1
1759300161,any,362,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300161,eth0,360,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300161,any,374,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300161,eth0,372,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300161,any,112,N/A,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::179,0,0,1
1759300161,eth1,110,Ethernet,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::179,0,0,1
1759300161,any,112,N/A,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759300161,eth0,110,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759300161,eth0,56,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759300161,any,58,ARP,N/A,N/A,172.30.0.220,172.30.0.122,0,0,1
1759300161,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759300162,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759300162,any,109,N/A,N/A,N/A,N/A,N/A,0,0,1
1759300162,any,72,N/A,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::204,0,0,1
1759300162,eth1,70,Ethernet,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::204,0,0,1
1759300162,eth0,70,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::204,0,0,1
1759300162,eth1,110,Ethernet,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::179,0,0,1
1759300162,any,112,N/A,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::179,0,0,1
1759300162,eth0,56,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759300162,any,58,N/A,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759300162,any,112,N/A,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759300162,eth0,110,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759300163,any,109,N/A,N/A,N/A,N/A,N/A,0,0,1
1759300163,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759300163,any,72,N/A,IPv6,ICMP,fe80::b8bf:39ff:fe07:201,ff02::204,0,0,1
1759300163,eth2,70,Ethernet,IPv6,ICMP,fe80::b8bf:39ff:fe07:201,ff02::204,0,0,1
1759300163,eth0,90,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759300163,eth0,56,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759300163,any,92,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759300163,eth0,88,Ethernet,IPv6,UDP,fe80::b0b5:44ff:feea:219,ff02::1:52,5355,5355,1
1759300163,any,90,N/A,IPv6,UDP,fe80::b0b5:44ff:feea:219,ff02::1:52,5355,5355,1
1759300163,any,359,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300163,eth0,357,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300163,any,371,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300163,eth0,369,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300163,any,112,N/A,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0,1
1759300163,eth1,110,Ethernet,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0,1
1759300163,any,112,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759300163,eth0,110,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759300163,eth0,56,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759300163,any,72,N/A,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::204,0,0,1
1759300163,eth0,70,Ethernet,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::204,0,0,1
1759300163,any,112,N/A,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0,1
1759300163,eth1,110,Ethernet,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0,1
1759300163,any,72,N/A,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::204,0,0,1
1759300163,eth1,70,Ethernet,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::204,0,0,1
1759300163,eth0,90,Ethernet,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759300163,eth0,54,Ethernet,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759300163,any,92,N/A,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759300163,eth0,56,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759300163,any,58,N/A,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759300163,eth0,67,Ethernet,IPv4,UDP,172.30.0.89,224.0.0.252,5355,5355,1
1759300163,any,69,N/A,IPv4,UDP,172.30.0.89,224.0.0.252,5355,5355,1
1759300163,eth1,70,Ethernet,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::204,0,0,1
1759300163,any,58,ARP,N/A,N/A,172.30.0.163,172.30.0.122,0,0,1
1759300163,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759300163,eth0,70,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::204,0,0,1
1759300163,eth0,356,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300163,any,358,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300163,eth0,368,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300163,any,370,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300163,eth2,110,Ethernet,IPv6,ICMP,fe80::b8bf:39ff:fe07:201,ff02::179,0,0,1
1759300163,eth1,110,Ethernet,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::179,0,0,1
1759300163,eth0,110,Ethernet,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759300164,any,112,N/A,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::179,0,0,1
1759300164,any,112,N/A,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759300164,any,44,ARP,N/A,N/A,172.30.0.89,172.30.0.122,0,0,1
1759300164,any,58,ARP,N/A,N/A,172.30.0.122,172.30.0.89,0,0,1
1759300164,any,112,N/A,IPv6,ICMP,fe80::b8bf:39ff:fe07:201,ff02::179,0,0,1
1759300164,any,112,N/A,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::179,0,0,1
1759300164,eth2,110,Ethernet,IPv6,ICMP,fe80::b8bf:39ff:fe07:201,ff02::179,0,0,1
1759300164,eth1,110,Ethernet,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::179,0,0,1
1759300164,eth0,54,Ethernet,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759300164,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759300164,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759300164,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759300164,eth0,110,Ethernet,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759300164,any,112,N/A,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759300164,any,112,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759300164,eth0,110,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759300164,eth1,70,Ethernet,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::204,0,0,1
1759300164,any,72,N/A,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::204,0,0,1
1759300164,eth0,54,Ethernet,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759300164,any,56,N/A,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759300164,eth0,90,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759300164,eth0,56,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759300164,any,92,N/A,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759300164,eth0,356,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300164,any,358,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300164,eth0,368,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300164,any,370,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300164,eth1,110,Ethernet,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::179,0,0,1
1759300164,any,112,N/A,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::179,0,0,1
1759300164,eth0,110,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759300164,eth0,56,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759300164,any,112,N/A,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759300164,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759300164,any,58,ARP,N/A,N/A,172.30.0.23,172.30.0.122,0,0,1
1759300165,eth1,70,Ethernet,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::204,0,0,1
1759300165,any,72,N/A,IPv6,ICMP,fe80::b8bf:39ff:fe07:201,ff02::204,0,0,1
1759300165,eth2,70,Ethernet,IPv6,ICMP,fe80::b8bf:39ff:fe07:201,ff02::204,0,0,1
1759300165,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759300165,eth0,70,Ethernet,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::204,0,0,1
1759300165,any,112,N/A,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759300165,eth0,110,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::179,0,0,1
1759300165,any,112,N/A,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::179,0,0,1
1759300165,eth1,110,Ethernet,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::179,0,0,1
1759300165,any,58,N/A,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759300165,eth0,56,Ethernet,IPv4,N/A,172.30.0.23,224.0.0.22,0,0,1
1759300165,any,72,N/A,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::204,0,0,1
1759300165,eth1,70,Ethernet,IPv6,ICMP,fe80::7827:e3ff:fe68:239,ff02::204,0,0,1
1759300165,eth0,70,Ethernet,IPv6,ICMP,fe80::24f1:23ff:fe29:66,ff02::204,0,0,1
1759300165,eth0,90,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759300165,eth0,56,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759300165,any,92,N/A,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759300166,eth0,71,Ethernet,IPv4,UDP,172.30.0.220,224.0.0.252,5355,5355,1
1759300166,eth0,91,Ethernet,IPv6,UDP,fe80::e48e:99ff:fe5f:147,ff02::1:52,5355,5355,1
1759300166,any,73,N/A,IPv4,UDP,172.30.0.220,224.0.0.252,5355,5355,1
1759300166,any,362,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300166,eth0,360,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300166,eth0,372,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300166,any,374,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300166,any,112,N/A,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::179,0,0,1
1759300166,eth1,110,Ethernet,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::179,0,0,1
1759300166,any,112,N/A,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759300166,eth0,110,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759300166,eth0,56,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759300166,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759300166,any,58,ARP,N/A,N/A,172.30.0.220,172.30.0.122,0,0,1
1759300166,any,109,N/A,N/A,N/A,N/A,N/A,0,0,1
1759300166,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759300166,eth0,56,Ethernet,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759300166,any,58,N/A,IPv4,N/A,172.30.0.220,224.0.0.22,0,0,1
1759300166,any,112,N/A,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759300166,eth0,110,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::179,0,0,1
1759300166,eth0,70,Ethernet,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::204,0,0,1
1759300166,any,72,N/A,IPv6,ICMP,fe80::e48e:99ff:fe5f:147,ff02::204,0,0,1
1759300166,any,72,N/A,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::204,0,0,1
1759300166,eth1,70,Ethernet,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::204,0,0,1
1759300166,eth1,110,Ethernet,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::179,0,0,1
1759300166,any,112,N/A,IPv6,ICMP,fe80::f056:abff:fe65:143,ff02::179,0,0,1
1759300167,eth0,107,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759300167,any,109,N/A,N/A,N/A,N/A,N/A,0,0,1
1759300167,eth1,70,Ethernet,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::204,0,0,1
1759300167,any,72,N/A,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::204,0,0,1
1759300167,eth0,90,Ethernet,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759300167,eth0,54,Ethernet,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759300167,any,92,N/A,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759300168,eth0,87,Ethernet,IPv6,UDP,fe80::ecf9:eff:fefb:55,ff02::1:52,5355,5355,1
1759300168,any,89,N/A,IPv6,UDP,fe80::ecf9:eff:fefb:55,ff02::1:52,5355,5355,1
1759300168,eth0,67,Ethernet,IPv4,UDP,172.30.0.89,224.0.0.252,5355,5355,1
1759300168,any,69,N/A,IPv4,UDP,172.30.0.89,224.0.0.252,5355,5355,1
1759300168,eth0,356,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300168,any,358,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300168,eth0,368,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300168,any,370,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300168,eth2,110,Ethernet,IPv6,ICMP,fe80::b8bf:39ff:fe07:201,ff02::179,0,0,1
1759300168,any,112,N/A,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::179,0,0,1
1759300168,eth1,110,Ethernet,IPv6,ICMP,fe80::103b:bdff:fef0:169,ff02::179,0,0,1
1759300168,any,112,N/A,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759300168,eth0,110,Ethernet,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759300168,eth0,54,Ethernet,IPv4,N/A,172.30.0.89,224.0.0.22,0,0,1
1759300168,eth0,42,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759300168,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759300168,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759300168,any,44,ARP,N/A,N/A,172.30.0.89,172.30.0.122,0,0,1
1759300168,any,58,ARP,N/A,N/A,172.30.0.122,172.30.0.89,0,0,1
1759300168,any,112,N/A,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759300168,eth0,110,Ethernet,IPv6,ICMP,fe80::ecf9:eff:fefb:55,ff02::179,0,0,1
1759300168,eth0,70,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::204,0,0,1
1759300168,any,72,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::204,0,0,1
1759300168,any,58,N/A,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759300168,eth0,56,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759300168,eth0,90,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759300168,any,359,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300168,eth0,357,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300168,eth0,369,Ethernet,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300168,any,371,N/A,IPv4,UDP,0.0.0.0,255.255.255.255,68,67,1
1759300168,any,112,N/A,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0,1
1759300168,eth1,110,Ethernet,IPv6,ICMP,fe80::780a:a9ff:fee6:89,ff02::179,0,0,1
1759300168,eth0,56,Ethernet,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759300168,any,58,N/A,IPv4,N/A,172.30.0.163,224.0.0.22,0,0,1
1759300168,eth0,110,Ethernet,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759300168,any,112,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
1759300168,any,58,ARP,N/A,N/A,172.30.0.163,172.30.0.122,0,0,1
1759300168,eth0,56,Ethernet,N/A,N/A,N/A,N/A,0,0,1
1759300168,any,112,N/A,IPv6,ICMP,fe80::b0b5:44ff:feea:219,ff02::179,0,0,1
